Date,Close
2014-08-01,140.35910034179688
2014-08-04,140.7227783203125
2014-08-05,138.8379364013672
2014-08-06,138.8155517578125
2014-08-07,137.56898498535156
2014-08-08,139.30821228027344
2014-08-11,139.93519592285156
2014-08-12,139.838134765625
2014-08-13,140.2935028076172
2014-08-14,140.2412109375
2014-08-15,139.86802673339844
2014-08-18,141.345947265625
2014-08-19,141.87591552734375
2014-08-20,141.89834594726562
2014-08-21,142.74179077148438
2014-08-22,142.1297149658203
2014-08-25,142.68955993652344
2014-08-26,144.0555419921875
2014-08-27,143.503173828125
2014-08-28,143.31654357910156
2014-08-29,143.54052734375
2014-09-02,142.9881134033203
2014-09-03,143.2792510986328
2014-09-04,142.331298828125
2014-09-05,142.71937561035156
2014-09-08,141.92816162109375
2014-09-09,141.81622314453125
2014-09-10,142.9731903076172
2014-09-11,143.10755920410156
2014-09-12,142.7791290283203
2014-09-15,143.17477416992188
2014-09-16,144.033203125
2014-09-17,143.91372680664062
2014-09-18,144.6228485107422
2014-09-19,144.80946350097656
2014-09-22,144.1451416015625
2014-09-23,143.03292846679688
2014-09-24,143.5479278564453
2014-09-25,141.0846710205078
2014-09-26,141.8684844970703
2014-09-29,141.55499267578125
2014-09-30,141.69677734375
2014-10-01,139.71127319335938
2014-10-02,139.51718139648438
2014-10-03,140.83091735839844
2014-10-06,141.1071014404297
2014-10-07,138.6214599609375
2014-10-08,141.345947265625
2014-10-09,139.15142822265625
2014-10-10,138.78565979003906
2014-10-13,136.9867401123047
2014-10-14,137.19577026367188
2014-10-15,135.66552734375
2014-10-16,134.2398223876953
2014-10-17,135.8894805908203
2014-10-20,126.22308349609375
2014-10-21,121.84147644042969
2014-10-22,120.7666015625
2014-10-23,121.05772399902344
2014-10-24,120.98306274414062
2014-10-27,120.82632446289062
2014-10-28,122.11766052246094
2014-10-29,122.01317596435547
2014-10-30,122.67749786376953
2014-10-31,122.71480560302734
2014-11-03,122.68496704101562
2014-11-04,121.40852355957031
2014-11-05,120.78898620605469
2014-11-06,121.34512329101562
2014-11-07,121.80357360839844
2014-11-10,122.87078857421875
2014-11-11,122.72799682617188
2014-11-12,121.69083404541016
2014-11-13,122.34468841552734
2014-11-14,123.37432098388672
2014-11-17,123.37432098388672
2014-11-18,121.66828918457031
2014-11-19,121.3226089477539
2014-11-20,120.72886657714844
2014-11-21,120.93930053710938
2014-11-24,121.86372375488281
2014-11-25,121.57060241699219
2014-11-26,121.71342468261719
2014-11-28,121.87875366210938
2014-12-01,121.40522003173828
2014-12-02,122.25447082519531
2014-12-03,123.64485931396484
2014-12-04,123.29166412353516
2014-12-05,122.7054214477539
2014-12-08,121.64573669433594
2014-12-09,122.49503326416016
2014-12-10,120.63116455078125
2014-12-11,121.05203247070312
2014-12-12,116.77571105957031
2014-12-15,115.03211212158203
2014-12-16,113.79207611083984
2014-12-17,114.18289947509766
2014-12-18,118.50425720214844
2014-12-19,119.12803649902344
2014-12-22,121.33009338378906
2014-12-23,121.9313735961914
2014-12-24,121.61569213867188
2014-12-26,122.00651550292969
2014-12-29,120.63116455078125
2014-12-30,120.28546142578125
2014-12-31,120.57856750488281
2015-01-02,121.79608154296875
2015-01-05,119.87962341308594
2015-01-06,117.2942886352539
2015-01-07,116.5277099609375
2015-01-08,119.06043243408203
2015-01-09,119.5790023803711
2015-01-12,117.57234954833984
2015-01-13,117.85043334960938
2015-01-14,117.09136199951172
2015-01-15,116.16697692871094
2015-01-16,118.09844207763672
2015-01-20,117.95564270019531
2015-01-21,114.30310821533203
2015-01-22,116.78324890136719
2015-01-23,117.14395904541016
2015-01-26,117.51225280761719
2015-01-27,115.49058532714844
2015-01-28,113.89729309082031
2015-01-29,116.85086059570312
2015-01-30,115.22001647949219
2015-02-02,116.23460388183594
2015-02-03,119.09800720214844
2015-02-04,117.96316528320312
2015-02-05,118.67713165283203
2015-02-06,118.60901641845703
2015-02-09,117.8749008178711
2015-02-10,120.00157928466797
2015-02-11,119.72915649414062
2015-02-12,119.97129821777344
2015-02-13,121.39411926269531
2015-02-17,121.81793212890625
2015-02-18,122.74883270263672
2015-02-19,124.0354232788086
2015-02-20,123.85372924804688
2015-02-23,123.29373168945312
2015-02-24,124.746826171875
2015-02-25,123.21806335449219
2015-02-26,121.74982452392578
2015-02-27,122.55963134765625
2015-03-02,121.45467376708984
2015-03-03,121.87094116210938
2015-03-04,120.65242004394531
2015-03-05,121.98443603515625
2015-03-06,119.95614624023438
2015-03-09,121.67418670654297
2015-03-10,119.43395233154297
2015-03-11,118.66958618164062
2015-03-12,119.56260681152344
2015-03-13,116.76239013671875
2015-03-16,118.88148498535156
2015-03-17,118.79067993164062
2015-03-18,120.9476318359375
2015-03-19,120.9476318359375
2015-03-20,123.27107238769531
2015-03-23,124.59552001953125
2015-03-24,123.36184692382812
2015-03-25,120.4859390258789
2015-03-26,121.53789520263672
2015-03-27,121.39411926269531
2015-03-30,123.1120834350586
2015-03-31,121.4698486328125
2015-04-01,120.47081756591797
2015-04-02,121.4319839477539
2015-04-06,122.63531494140625
2015-04-07,122.65803527832031
2015-04-08,122.49150085449219
2015-04-09,122.86237335205078
2015-04-10,123.25590515136719
2015-04-13,122.89261627197266
2015-04-14,122.83209228515625
2015-04-15,124.21710205078125
2015-04-16,123.46025848388672
2015-04-17,121.59846496582031
2015-04-20,125.75344848632812
2015-04-21,124.3154525756836
2015-04-22,125.1479721069336
2015-04-23,128.8412628173828
2015-04-24,128.49319458007812
2015-04-27,129.21209716796875
2015-04-28,131.6263427734375
2015-04-29,131.98965454101562
2015-04-30,129.6359100341797
2015-05-01,131.4371795654297
2015-05-04,131.66419982910156
2015-05-05,130.9906005859375
2015-05-06,129.67141723632812
2015-05-07,130.38819885253906
2015-05-08,131.6768798828125
2015-05-11,130.48733520507812
2015-05-12,130.05267333984375
2015-05-13,131.3718719482422
2015-05-14,132.72161865234375
2015-05-15,132.11920166015625
2015-05-18,131.9666748046875
2015-05-19,132.2869110107422
2015-05-20,132.5004425048828
2015-05-21,132.1802215576172
2015-05-22,131.32614135742188
2015-05-26,129.73245239257812
2015-05-27,131.15835571289062
2015-05-28,130.93727111816406
2015-05-29,129.3663787841797
2015-06-01,129.7705535888672
2015-06-02,129.3663787841797
2015-06-03,129.57232666015625
2015-06-04,128.39793395996094
2015-06-05,127.650634765625
2015-06-08,126.07978820800781
2015-06-09,126.33909606933594
2015-06-10,128.80972290039062
2015-06-11,128.70294189453125
2015-06-12,127.33800506591797
2015-06-15,126.7813491821289
2015-06-16,127.22359466552734
2015-06-17,127.47525787353516
2015-06-18,128.29881286621094
2015-06-19,127.33800506591797
2015-06-22,127.90232849121094
2015-06-23,128.58096313476562
2015-06-24,127.32274627685547
2015-06-25,126.64408874511719
2015-06-26,126.17130279541016
2015-06-29,124.2725601196289
2015-06-30,124.03616333007812
2015-07-01,125.43163299560547
2015-07-02,125.88919067382812
2015-07-06,125.6146469116211
2015-07-07,125.82050323486328
2015-07-08,124.41748046875
2015-07-09,124.943603515625
2015-07-10,127.30755615234375
2015-07-13,129.1604766845703
2015-07-14,128.57337951660156
2015-07-15,128.51235961914062
2015-07-16,130.39584350585938
2015-07-17,131.54727172851562
2015-07-20,132.08868408203125
2015-07-21,124.34882354736328
2015-07-22,122.27470397949219
2015-07-23,123.32698822021484
2015-07-24,121.81712341308594
2015-07-27,121.29863739013672
2015-07-28,122.0458984375
2015-07-29,122.8389892578125
2015-07-30,122.73983001708984
2015-07-31,123.52528381347656
2015-08-03,121.02409362792969
2015-08-04,120.17764282226562
2015-08-05,120.40646362304688
2015-08-06,120.19116973876953
2015-08-07,119.26847076416016
2015-08-10,120.52178192138672
2015-08-11,119.568359375
2015-08-12,120.06813049316406
2015-08-13,119.23005676269531
2015-08-14,119.75286865234375
2015-08-17,120.18345642089844
2015-08-18,119.95280456542969
2015-08-19,118.36125946044922
2015-08-20,117.37705993652344
2015-08-21,114.44764709472656
2015-08-24,110.31106567382812
2015-08-25,108.38118743896484
2015-08-26,112.79454040527344
2015-08-27,114.20926666259766
2015-08-28,113.7786636352539
2015-08-31,113.70951080322266
2015-09-01,109.70365905761719
2015-09-02,111.52588653564453
2015-09-03,112.8560562133789
2015-09-04,110.4878921508789
2015-09-08,113.2020492553711
2015-09-09,111.52588653564453
2015-09-10,112.41010284423828
2015-09-11,113.30968475341797
2015-09-14,111.98724365234375
2015-09-15,113.43270111083984
2015-09-16,114.10933685302734
2015-09-17,113.90171813964844
2015-09-18,111.11068725585938
2015-09-21,112.6253890991211
2015-09-22,111.04917907714844
2015-09-23,110.4571533203125
2015-09-24,111.03382110595703
2015-09-25,111.81039428710938
2015-09-28,109.58063507080078
2015-09-29,109.54217529296875
2015-09-30,111.46441650390625
2015-10-01,110.40333557128906
2015-10-02,111.1645278930664
2015-10-05,114.5937271118164
2015-10-06,114.39380645751953
2015-10-07,115.40106201171875
2015-10-08,117.08487701416016
2015-10-09,117.16947174072266
2015-10-12,116.20838165283203
2015-10-13,115.03968048095703
2015-10-14,115.33956909179688
2015-10-15,115.40106201171875
2015-10-16,115.63170623779297
2015-10-19,114.73211669921875
2015-10-20,108.1351318359375
2015-10-21,108.35043334960938
2015-10-22,110.7877426147461
2015-10-23,111.24140167236328
2015-10-26,110.4571533203125
2015-10-27,105.99766540527344
2015-10-28,108.28121948242188
2015-10-29,108.06597137451172
2015-10-30,107.70458221435547
2015-11-02,107.92752838134766
2015-11-03,109.08856964111328
2015-11-04,108.89636993408203
2015-11-05,107.5584945678711
2015-11-06,107.29460144042969
2015-11-09,105.01289367675781
2015-11-10,105.13707733154297
2015-11-11,104.78782653808594
2015-11-12,103.25117492675781
2015-11-13,102.25000762939453
2015-11-16,103.77116394042969
2015-11-17,103.85652923583984
2015-11-18,105.40870666503906
2015-11-19,106.12271118164062
2015-11-20,107.48863220214844
2015-11-23,107.45759582519531
2015-11-24,107.56624603271484
2015-11-25,107.1005859375
2015-11-27,107.45759582519531
2015-11-30,108.20262908935547
2015-12-01,109.64616394042969
2015-12-02,108.41992950439453
2015-12-03,107.81459045410156
2015-12-04,108.98648071289062
2015-12-07,108.30350494384766
2015-12-08,107.13937377929688
2015-12-09,106.02180480957031
2015-12-10,106.15376281738281
2015-12-11,104.43861389160156
2015-12-14,105.49405670166016
2015-12-15,106.93758392333984
2015-12-16,108.10173797607422
2015-12-17,106.13048553466797
2015-12-18,104.6947021484375
2015-12-21,105.16036224365234
2015-12-22,107.04623413085938
2015-12-23,107.5196762084961
2015-12-24,107.29460144042969
2015-12-28,106.79792022705078
2015-12-29,108.48201751708984
2015-12-30,108.14054870605469
2015-12-31,106.8056869506836
2016-01-04,105.50959014892578
2016-01-05,105.43199920654297
2016-01-06,104.90425872802734
2016-01-07,103.1114730834961
2016-01-08,102.15689086914062
2016-01-11,103.39863586425781
2016-01-12,103.14250183105469
2016-01-13,101.7999038696289
2016-01-14,103.15028381347656
2016-01-15,100.91513061523438
2016-01-19,99.42504119873047
2016-01-20,94.57447052001953
2016-01-21,95.3893814086914
2016-01-22,95.07118225097656
2016-01-25,94.74522399902344
2016-01-26,95.14102172851562
2016-01-27,93.87599182128906
2016-01-28,94.85386657714844
2016-01-29,96.84841918945312
2016-02-01,96.87945556640625
2016-02-02,95.41265869140625
2016-02-03,96.7940902709961
2016-02-04,99.06803894042969
2016-02-05,99.78205871582031
2016-02-08,99.5546875
2016-02-09,97.27317810058594
2016-02-10,94.231201171875
2016-02-11,92.3965835571289
2016-02-12,94.8976058959961
2016-02-16,96.2304458618164
2016-02-17,98.86474609375
2016-02-18,103.84325408935547
2016-02-19,104.33718872070312
2016-02-22,104.87815856933594
2016-02-23,103.80406188964844
2016-02-24,104.11767578125
2016-02-25,105.45049285888672
2016-02-26,103.51396179199219
2016-02-29,102.72996520996094
2016-03-01,105.34857940673828
2016-03-02,106.86170959472656
2016-03-03,108.03775787353516
2016-03-04,108.03775787353516
2016-03-07,109.88020324707031
2016-03-08,109.03347778320312
2016-03-09,110.08406066894531
2016-03-10,109.91156005859375
2016-03-11,111.61286926269531
2016-03-14,111.9421615600586
2016-03-15,112.08332824707031
2016-03-16,113.5180435180664
2016-03-17,115.28208923339844
2016-03-18,115.32129669189453
2016-03-21,116.52867126464844
2016-03-22,116.11314392089844
2016-03-23,113.99629211425781
2016-03-24,115.99552154541016
2016-03-28,116.34835052490234
2016-03-29,117.07748413085938
2016-03-30,116.356201171875
2016-03-31,118.7396011352539
2016-04-01,119.5784912109375
2016-04-04,119.22572326660156
2016-04-05,117.6028060913086
2016-04-06,117.61846160888672
2016-04-07,116.23078155517578
2016-04-08,117.09318542480469
2016-04-11,117.01477813720703
2016-04-12,117.31271362304688
2016-04-13,118.567138671875
2016-04-14,118.51223754882812
2016-04-15,118.9512939453125
2016-04-18,119.58635711669922
2016-04-19,112.8986587524414
2016-04-20,114.55294799804688
2016-04-21,117.05399322509766
2016-04-22,116.42675018310547
2016-04-25,116.66981506347656
2016-04-26,116.88148498535156
2016-04-27,117.97126770019531
2016-04-28,115.30562591552734
2016-04-29,114.419677734375
2016-05-02,113.89437866210938
2016-05-03,113.0006103515625
2016-05-04,113.09468078613281
2016-05-05,114.83518981933594
2016-05-06,116.5925064086914
2016-05-09,116.632080078125
2016-05-10,118.7139663696289
2016-05-11,117.90655517578125
2016-05-12,117.81946563720703
2016-05-13,116.93289184570312
2016-05-16,118.31023406982422
2016-05-17,117.154541015625
2016-05-18,116.632080078125
2016-05-19,114.72434997558594
2016-05-20,116.56084442138672
2016-05-23,116.1808853149414
2016-05-24,117.3999252319336
2016-05-25,120.07549285888672
2016-05-26,120.669189453125
2016-05-27,120.98580169677734
2016-05-31,121.69823455810547
2016-06-01,120.72457885742188
2016-06-02,121.50824737548828
2016-06-03,121.0253677368164
2016-06-06,120.89872741699219
2016-06-07,121.37366485595703
2016-06-08,121.90404510498047
2016-06-09,121.44493865966797
2016-06-10,120.61373901367188
2016-06-13,119.75094604492188
2016-06-14,119.57678985595703
2016-06-15,119.27598571777344
2016-06-16,119.57678985595703
2016-06-17,120.31297302246094
2016-06-20,121.59532928466797
2016-06-21,121.94361114501953
2016-06-22,121.04915618896484
2016-06-23,122.97268676757812
2016-06-24,116.03840637207031
2016-06-27,113.5923843383789
2016-06-28,115.33387756347656
2016-06-29,117.51869201660156
2016-06-30,120.146728515625
2016-07-01,120.5979232788086
2016-07-05,120.06758117675781
2016-07-06,120.61373901367188
2016-07-07,120.79582977294922
2016-07-08,122.26818084716797
2016-07-11,122.95685577392578
2016-07-12,124.31045532226562
2016-07-13,125.08622741699219
2016-07-14,126.87519836425781
2016-07-15,126.4793930053711
2016-07-18,126.54273223876953
2016-07-19,126.3210678100586
2016-07-20,127.73014831542969
2016-07-21,127.009765625
2016-07-22,128.29214477539062
2016-07-25,128.75125122070312
2016-07-26,128.33172607421875
2016-07-27,128.1021728515625
2016-07-28,127.73804473876953
2016-07-29,127.14435577392578
2016-08-01,127.8013687133789
2016-08-02,127.1126708984375
2016-08-03,127.18389129638672
2016-08-04,127.8805160522461
2016-08-05,129.42408752441406
2016-08-08,129.37619018554688
2016-08-09,129.16064453125
2016-08-10,129.4081268310547
2016-08-11,130.56588745117188
2016-08-12,129.30435180664062
2016-08-15,129.2484588623047
2016-08-16,128.3063201904297
2016-08-17,128.0987548828125
2016-08-18,128.83331298828125
2016-08-19,127.77934265136719
2016-08-22,127.74739837646484
2016-08-23,127.95500946044922
2016-08-24,126.98892974853516
2016-08-25,126.653564453125
2016-08-26,126.4061050415039
2016-08-29,127.52386474609375
2016-08-30,127.26838684082031
2016-08-31,126.85317993164062
2016-09-01,127.38011932373047
2016-09-02,127.38813781738281
2016-09-06,128.02687072753906
2016-09-07,129.0568084716797
2016-09-08,126.94902038574219
2016-09-09,124.30623626708984
2016-09-12,126.38215637207031
2016-09-13,124.40203857421875
2016-09-14,122.99681091308594
2016-09-15,124.28227996826172
2016-09-16,122.82917022705078
2016-09-19,123.65151977539062
2016-09-20,123.316162109375
2016-09-21,124.17847442626953
2016-09-22,124.64154815673828
2016-09-23,123.7393798828125
2016-09-26,122.9409408569336
2016-09-27,125.16854858398438
2016-09-28,126.38215637207031
2016-09-29,126.23841857910156
2016-09-30,126.8292236328125
2016-10-03,125.8392105102539
2016-10-04,124.9210205078125
2016-10-05,125.41600799560547
2016-10-06,125.25635528564453
2016-10-07,124.29022979736328
2016-10-10,125.36811828613281
2016-10-11,123.5876235961914
2016-10-12,123.18843078613281
2016-10-13,122.73332214355469
2016-10-14,123.316162109375
2016-10-17,123.57167053222656
2016-10-18,120.33805847167969
2016-10-19,120.7691879272461
2016-10-20,120.976806640625
2016-10-21,119.4677963256836
2016-10-24,120.2182846069336
2016-10-25,120.46580505371094
2016-10-26,121.20831298828125
2016-10-27,122.43794250488281
2016-10-28,121.84707641601562
2016-10-31,122.70941162109375
2016-11-01,121.99078369140625
2016-11-02,121.32012176513672
2016-11-03,121.65545654296875
2016-11-04,121.70335388183594
2016-11-07,124.33018493652344
2016-11-08,125.01497650146484
2016-11-09,124.72492980957031
2016-11-10,129.08358764648438
2016-11-11,129.92955017089844
2016-11-14,127.46421813964844
2016-11-15,127.83480834960938
2016-11-16,128.33432006835938
2016-11-17,128.7451934814453
2016-11-18,129.2205810546875
2016-11-21,131.1380157470703
2016-11-22,131.05747985839844
2016-11-23,130.5015869140625
2016-11-25,131.4361572265625
2016-11-28,132.5479278564453
2016-11-29,131.75038146972656
2016-11-30,130.6949462890625
2016-12-01,128.76133728027344
2016-12-02,128.92247009277344
2016-12-05,128.7774658203125
2016-12-06,129.18833923339844
2016-12-07,132.7654571533203
2016-12-08,133.2247314453125
2016-12-09,134.1593017578125
2016-12-12,133.33746337890625
2016-12-13,135.5853271484375
2016-12-14,135.76255798339844
2016-12-15,135.3677978515625
2016-12-16,134.3284454345703
2016-12-19,134.28817749023438
2016-12-20,135.0293731689453
2016-12-21,134.81187438964844
2016-12-22,134.5943603515625
2016-12-23,134.31234741210938
2016-12-27,134.6588134765625
2016-12-28,133.8933868408203
2016-12-29,134.2237548828125
2016-12-30,133.73231506347656
2017-01-03,134.6990966796875
2017-01-04,136.36680603027344
2017-01-05,135.91563415527344
2017-01-06,136.58432006835938
2017-01-09,135.06968688964844
2017-01-10,133.3536376953125
2017-01-11,135.15025329589844
2017-01-12,135.31137084960938
2017-01-13,134.81991577148438
2017-01-17,135.2630157470703
2017-01-18,134.38487243652344
2017-01-19,134.39291381835938
2017-01-20,137.4060821533203
2017-01-23,137.79283142089844
2017-01-24,141.71641540527344
2017-01-25,143.64195251464844
2017-01-26,143.9400634765625
2017-01-27,142.84434509277344
2017-01-30,141.63583374023438
2017-01-31,140.6045684814453
2017-02-01,140.41929626464844
2017-02-02,140.65293884277344
2017-02-03,141.65194702148438
2017-02-06,141.6842041015625
2017-02-07,143.7789306640625
2017-02-08,143.0562286376953
2017-02-09,143.90074157714844
2017-02-10,145.0944061279297
2017-02-13,145.64659118652344
2017-02-14,146.2718505859375
2017-02-15,147.53053283691406
2017-02-16,147.32749938964844
2017-02-17,146.7103729248047
2017-02-21,146.37741088867188
2017-02-22,147.10012817382812
2017-02-23,147.50616455078125
2017-02-24,147.26258850097656
2017-02-27,145.6790771484375
2017-02-28,146.02015686035156
2017-03-01,147.74978637695312
2017-03-02,146.59669494628906
2017-03-03,146.2069091796875
2017-03-06,146.54794311523438
2017-03-07,146.47488403320312
2017-03-08,145.71969604492188
2017-03-09,143.87637329101562
2017-03-10,144.40419006347656
2017-03-13,143.29171752929688
2017-03-14,142.69078063964844
2017-03-15,142.7638702392578
2017-03-16,143.92507934570312
2017-03-17,142.63397216796875
2017-03-20,142.6746063232422
2017-03-21,141.19664001464844
2017-03-22,141.92747497558594
2017-03-23,141.95994567871094
2017-03-24,141.1560516357422
2017-03-27,141.10733032226562
2017-03-28,141.708251953125
2017-03-29,141.245361328125
2017-03-30,141.18043518066406
2017-03-31,141.40777587890625
2017-04-03,141.70010375976562
2017-04-04,141.71633911132812
2017-04-05,140.38462829589844
2017-04-06,140.0354461669922
2017-04-07,139.78372192382812
2017-04-10,139.02041625976562
2017-04-11,138.51695251464844
2017-04-12,138.58192443847656
2017-04-13,137.66432189941406
2017-04-17,138.93922424316406
2017-04-18,138.08656311035156
2017-04-19,131.29795837402344
2017-04-20,131.79324340820312
2017-04-21,130.2341766357422
2017-04-24,130.5345916748047
2017-04-25,130.24229431152344
2017-04-26,129.97433471679688
2017-04-27,130.18545532226562
2017-04-28,130.16107177734375
2017-05-01,128.98365783691406
2017-05-02,129.1947784423828
2017-05-03,128.8131103515625
2017-05-04,129.15419006347656
2017-05-05,125.90605163574219
2017-05-08,125.47967529296875
2017-05-09,124.72527313232422
2017-05-10,124.0201187133789
2017-05-11,123.52813720703125
2017-05-12,123.29853057861328
2017-05-15,124.23326873779297
2017-05-16,126.01264953613281
2017-05-17,123.75774383544922
2017-05-18,123.63471984863281
2017-05-19,124.61869049072266
2017-05-22,125.15983581542969
2017-05-23,124.65966796875
2017-05-24,125.05326843261719
2017-05-25,125.6190185546875
2017-05-26,125.03687286376953
2017-05-30,124.4136734008789
2017-05-31,125.15165710449219
2017-06-01,125.18447875976562
2017-06-02,124.67607116699219
2017-06-05,124.97126007080078
2017-06-06,124.9384536743164
2017-06-07,123.79869842529297
2017-06-08,124.71709442138672
